word	rtgs	tone	phonetics
บุกรุก	buk-ruk	bùk-rúk	bùk-rúk
บุคคล	buk-khon	bùk-kon	bùk-khon
บุคลิก	buk-kha-lik	bùk-ká-lík	bùk-khá-lík
บุตร	but	bùt	bùt
บุหรี่	bu-ri	bù-rìi	bù-rì
บ็อบ	bop	bɔ́ɔp	bóp
บ่	bo	bɔ̀ɔ	bò
บ่น	bon	bòn	bòn
บ่อ	bo	bɔ̀ɔ	bò
บ่อย	boi	bɔ̀i	bòi
บ่าย	bai	bàai	bài
บ้า	ba	bâa	bâ
บ้าง	bang	bâng	bâng
บ้าน	ban	bâan	bân
บ้านนอก	ban-nok	bâan-nɔ̂ɔk	bân-nôk
บ้านเกิด	ban-koet	bâan-gə̀ət	bân-kòet
บ๊ายบาย	bai-bai	báai-baai	bái-bai
บ๋อย	boi	bɔ̌i	bǒi
ปกติ	pa-ka-ti	bpà-gà-dtì	pà-kà-tì
ปกปิด	pok-pit	bpòk-bpìt	pòk-pìt
ปกป้อง	pok-pong	bpòk-bpɔ̂ng	pòk-pông
ปฏิทิน	pa-ti-thin	bpà-dtì-tin	pà-tì-thin
ปฏิบัติ	pa-ti-bat	bpà-dtì-bàt	pà-tì-bàt
ปฏิบัติการ	pa-ti-bat-kan	bpà-dtì-bàt-gaan	pà-tì-bàt-kan
ปฏิเสธ	pa-ti-set	bpà-dtì-sèet	pà-tì-sèt
ปรกติ	prok-ka-ti	bpròk-gà-dtì	pròk-kà-tì
ปรบมือ	prop-mue	bpròp-mʉʉ	pròp-mue
ประกัน	pra-kan	bprà-gan	prà-kan
ประกันภัย	pra-kan-phai	bprà-gan-pai	prà-kan-phai
ประการ	pra-kan	bprà-gaan	prà-kan
ประกาศ	pra-kat	bprà-gàat	prà-kàt
ประจำ	pra-cham	bprà-jam	prà-cham
ประชด	pra-chot	bprà-chót	prà-chót
ประชากร	pra-cha-kon	bprà-chaa-gɔɔn	prà-cha-kon
ประชาชน	pra-cha-chon	bprà-chaa-chon	prà-cha-chon
ประชาธิปไตย	pra-cha-thi-pa-tai	bprà-chaa-tí-bpà-dtai	prà-cha-thí-pà-tai
ประชุม	pra-chum	bprà-chum	prà-chum
ประณาม	pra-nam	bprà-naam	prà-nam
ประตู	pra-tu	bprà-dtuu	prà-tu
ประทับใจ	pra-thap-chai	bprà-táp-jai	prà-tháp-chai
ประธาน	pra-than	bprà-taan	prà-than
ประธานาธิบดี	pra-tha-na-thip-bo-di	bprà-taa-naa-típ-bɔɔ-dii	prà-tha-na-thíp-bo-di
ประมาณ	pra-man	bprà-maan	prà-man
ประมาท	pra-mat	bprà-màat	prà-màt
ประมุข	pra-muk	bprà-múk	prà-múk
ประวัติ	pra-wat	bprà-wàt	prà-wàt
ประวัติศาสตร์	pra-wat-ti-sat	bprà-wàt-dtì-sàat	prà-wàt-tì-sàt
ประสบการณ์	pra-sop-kan	bprà-sòp-gaan	prà-sòp-kan
ประสาท	pra-sat	bprà-sàat	prà-sàt
ประสิทธิภาพ	pra-sit-thi-phap	bprà-sìt-tí-pâap	prà-sìt-thí-phâp
ประหม่า	pra-ma	bprà-màa	prà-mà
ประหยัด	pra-yat	bprà-yàt	prà-yàt
ประหลาด	pra-lat	bprà-làat	prà-làt
ประหลาดใจ	pra-lat-chai	bprà-làat-jai	prà-làt-chai
ประหาร	pra-han	bprà-hǎan	prà-hǎn
ประเด็น	pra-den	bprà-den	prà-den
ประเทศ	pra-thet	bprà-têet	prà-thêt
ประเทศชาติ	pra-thet-chat	bprà-têet-châat	prà-thêt-chât
ประเพณี	pra-phe-ni	bprà-pee-nii	prà-phe-ni
ประเภท	pra-phet	bprà-pêet	prà-phêt
ประโยค	pra-yok	bprà-yòok	prà-yòk
ปรัชญา	prat-ya	bpràt-yaa	pràt-ya
ปรับ	prap	bpràp	pràp
ปรับตัว	prap-tua	bpràp-dtuua	pràp-tua
ปราก	prak	bpráak	prák
ปรากฏ	pra-kot	bpraa-gòt	pra-kòt
ปราศจาก	prat-sa-chak	bpràat-sà-jàak	pràt-sà-chàk
ปราสาท	pra-sat	bpraa-sàat	pra-sàt
ปริศนา	prit-sa-na	bprìt-sà-nǎa	prìt-sà-nǎ
ปรึกษา	pruek-sa	bprʉ̀k-sǎa	prùek-sǎ
ปลดปล่อย	plot-ploi	bplòt-bplɔ̀i	plòt-plòi
ปลอดภัย	plot-phai	bplɔ̀ɔt-pai	plòt-phai
ปลอดภัยไว้ก่อน	plot-phai-wai-kon	bplɔ̀ɔt-pai-wái-gɔ̀ɔn	plòt-phai-wái-kòn
ปลอดโปร่ง	plot-prong	bplɔ̀ɔt-bpròong	plòt-pròng
ปลอม	plom	bplɔɔm	plom
ปลา	pla	bplaa	pla
ปลาย	plai	bplaai	plai
ปลาวาฬ	pla-wan	bplaa-waan	pla-wan
ปลาหมึก	pla-muek	bplaa-mʉ̀k	pla-mùek
ปลิง	pling	bpling	pling
ปลุก	pluk	bplùk	plùk
ปลูก	pluk	bplùuk	plùk
ปล่อย	ploi	bplɔ̀i	plòi
ปล่อยวาง	ploi-wang	bplɔ̀i-waang	plòi-wang
ปล้น	plon	bplôn	plôn
ปวด	puat	bpùuat	pùat
ปวดหัว	puat-hua	bpùuat-hǔua	pùat-hǔa
ปอด	pot	bpɔ̀ɔt	pòt
ปอนด์	pon	bpɔɔn	pon
ปะ	pa	bpà	pà
ปะทะ	pa-tha	bpà-tá	pà-thá
ปักกิ่ง	pak-king	bpàk-gìng	pàk-kìng
ปัง	pang	bpang	pang
ปัจจุบัน	pat-chu-ban	bpàt-jù-ban	pàt-chù-ban
ปัญญา	pan-ya	bpan-yaa	pan-ya
ปัญญาอ่อน	pan-ya-on	bpan-yaa-ɔ̀ɔn	pan-ya-òn
ปัญหา	pan-ha	bpan-hǎa	pan-hǎ
ปัดโธ่	pat-tho	bpàt-tôo	pàt-thô
ปั๊ม	pam	bpám	pám
ปั๊มน้ำมัน	pam-nam-man	bpám-nám-man	pám-nám-man
ปา	pa	bpaa	pa
ปาก	pak	bpàak	pàk
ปากกา	pak-ka	bpàak-gaa	pàk-ka
ปากีสถาน	pa-ki-sa-than	bpaa-gii-sà-tǎan	pa-ki-sà-thǎn
ปาฏิหาริย์	pa-ti-han	bpaa-dtì-hǎan	pa-tì-hǎn
ปารีส	pa-rit	bpaa-rîis	pa-rît
ปาร์ตี้	pa-ti	bpaa-dtîi	pa-tî
ปิด	pit	bpìt	pìt
ปิดตาย	pit-tai	bpìt-dtaai	pìt-tai
ปิศาจ	pi-sat	bpì-sàat	pì-sàt
ปิ๊ง	ping	bpíng	píng
ปี	pi	bpii	pi
ปีก	pik	bpìik	pìk
ปีน	pin	bpiin	pin
ปีศาจ	pi-sat	bpii-sàat	pi-sàt
ปีเตอร์	pi-toe	bpii-dtə̂ə	pi-tôe
ปีใหม่	pi-mai	bpii-mài	pi-mài
ปี้	pi	bpîi	pî
ปี๊บ	pip	bpíip	píp
ปืน	puen	bpʉʉn	puen
ปืนกล	puen-kon	bpʉʉn-gon	puen-kon
ปืนพก	puen-phok	bpʉʉn-pók	puen-phók
ปืนลูกซอง	puen-luk-song	bpʉʉn-lûuk-sɔɔng	puen-lûk-song
ปืนสั้น	puen-san	bpʉʉn-sân	puen-sân
ปืนใหญ่	puen-yai	bpʉʉn-yài	puen-yài
ปุ่ม	pum	bpùm	pùm
ปู	pu	bpuu	pu
ปู่	pu	bpùu	pù
ป่วย	puai	bpùai	pùai
ป่อง	pong	bpɔ̀ng	pòng
ป่ะ	pa	bpà	pà
ป่า	pa	bpàa	pà
ป่าว	pao	bpàao	pào
ป่าเถื่อน	pa-thuean	bpàa-tʉ̀ʉan	pà-thùean
ป้องกัน	pong-kan	bpɔ̂ng-gan	pông-kan
ป้า	pa	bpâa	pâ
ป้าย	pai	bpâai	pâi
ป้ายจราจร	pai-cha-ra-chon	bpâai-jà-raa-jɔɔn	pâi-chà-ra-chon
ป้ายรถเมล์	pai-rot-me	bpâai-rót-mee	pâi-rót-me
ป๊า	pa	bpáa	pá
ป๋า	pa	bpǎa	pǎ
ผนัง	pha-nang	pà-nǎng	phà-nǎng
ผม	phom	pǒm	phǒm
ผมรักคุณ	phom rak khun	pǒm rák kun	phǒm rak khun
ผล	phon	pǒn	phǒn
ผลข้างเคียง	phon-khang-khiang	pǒn-kâang-kiiang	phǒn-khâng-khiang
ผลงาน	phon-ngan	pǒn-ngaan	phǒn-ngan
ผลลัพธ์	phon-lap	pǒn-láp	phǒn-láp
ผลัก	phlak	plàk	phlàk
ผลิต	pha-lit	pà-lìt	phà-lìt
ผลไม้	phon-la-mai	pǒn-lá-máai	phǒn-lá-mái
ผสม	pha-som	pà-sǒm	phà-sǒm
ผอม	phom	pɔ̌ɔm	phǒm
ผัก	phak	pàk	phàk
ผิด	phit	pìt	phìt
ผิดปกติ	phit-pa-ka-ti	pìt-bpà-gà-dtì	phìt-pà-kà-tì
ผิดพลาด	phit-phlat	pìt-plâat	phìt-phlât
ผิดหวัง	phit-wang	pìt-wǎng	phìt-wǎng
ผิวขาว	phio-khao	pǐu-kǎao	phǐo-khǎo
ผิวปาก	phio-pak	pǐu-bpàak	phǐo-pàk
ผิวหนัง	phio-nang	pǐu-nǎng	phǐo-nǎng
ผี	phi	pǐi	phǐ
ผีดูดเลือด	phi-dut-lueat	pǐi-dùut-lʉ̂ʉat	phǐ-dùt-lûeat
ผีเสื้อ	phi-suea	pǐi-sʉ̂ʉa	phǐ-sûea
ผึ้ง	phueng	pʉ̂ng	phûeng
ผืน	phuen	pʉ̌ʉn	phǔen
ผุด	phut	pùt	phùt
ผู้	phu	pûu	phû
ผู้กำกับ	phu-kam-kap	pûu-gam-gàp	phû-kam-kàp
ผู้ก่อการร้าย	phu-ko-kan-rai	pûu-gɔ̀ɔ-gaan-ráai	phû-kò-kan-rái
ผู้ก่อตั้ง	phu-ko-tang	pûu-gɔ̀ɔ-dtâng	phû-kò-tâng
ผู้คน	phu-khon	pûu-kon	phû-khon
ผู้คุม	phu-khum	pûu-kum	phû-khum
ผู้จัดการ	phu-chat-kan	pûu-jàt-gaan	phû-chàt-kan
ผู้ชนะ	phu-cha-na	pûu-chá-ná	phû-chá-ná
ผู้ชม	phu-chom	pûu-chom	phû-chom
ผู้ชาย	phu-chai	pûu-chaai	phû-chai
ผู้ช่วย	phu-chuai	pûu-chûai	phû-chûai
ผู้ดูแล	phu-du-lae	pûu-duu-lɛɛ	phû-du-lae
ผู้ต้องสงสัย	phu-tong-song-sai	pûu-dtɔ̂ng-sǒng-sǎi	phû-tông-sǒng-sǎi
ผู้นำ	phu-nam	pûu-nam	phû-nam
ผู้บริหาร	phu-bo-ri-han	pûu-bɔɔ-rí-hǎan	phû-bo-rí-hǎn
ผู้บัญชาการ	phu-ban-cha-kan	pûu-ban-chaa-gaan	phû-ban-cha-kan
ผู้บัญชาการทหาร	phu-ban-cha-kan-tha-han	pûu-ban-chaa-gaan-tá-hǎan	phû-ban-cha-kan-thá-hǎn
ผู้ปกครอง	phu-pok-khrong	pûu-bpòk-krɔɔng	phû-pòk-khrong
ผู้ประกาศ	phu-pra-kat	pûu-bprà-gàat	phû-prà-kàt
ผู้ป่วย	phu-puai	pûu-bpùai	phû-pùai
ผู้พิพากษา	phu-phi-phak-sa	pûu-pí-pâak-sǎa	phû-phí-phâk-sǎ
ผู้รอดชีวิต	phu-rot-chi-wit	pûu-rɔ̂ɔt-chii-wít	phû-rôt-chi-wít
ผู้ร้าย	phu-rai	pûu-ráai	phû-rái
ผู้วิเศษ	phu-wi-set	pûu-wí-sèet	phû-wí-sèt
ผู้สนับสนุน	phu-sa-nap-sa-nun	pûu-sà-nàp-sà-nǔn	phû-sà-nàp-sà-nǔn
ผู้สมัคร	phu-sa-mak	pûu-sà-màk	phû-sà-màk
ผู้สร้าง	phu-sang	pûu-sâang	phû-sâng
ผู้สื่อข่าว	phu-sue-khao	pûu-sʉ̀ʉ-kàao	phû-sùe-khào
ผู้สูงอายุ	phu-sung-a-yu	pûu-sǔung-aa-yú	phû-sǔng-a-yú
ผู้หญิง	phu-ying	pûu-yǐng	phû-yǐng
ผู้อาวุโส	phu-a-wu-so	pûu-aa-wú-sǒo	phû-a-wú-sǒ
ผู้อำนวยการ	phu-am-nuai-kan	pûu-am-nuai-gaan	phû-am-nuai-kan
ผู้เชี่ยวชาญ	phu-chiao-chan	pûu-chîao-chaan	phû-chîao-chan
ผู้เฒ่า	phu-thao	pûu-tâo	phû-thâo
ผู้เล่น	phu-len	pûu-lên	phû-lên
ผู้แปล	phu-plae	pûu-bplɛɛ	phû-plae
ผู้โดยสาร	phu-doi-san	pûu-dooi-sǎan	phû-doi-sǎn
ผู้ใหญ่	phu-yai	pûu-yài	phû-yài
ผู้ให้	phu-hai	pûu-hâi	phû-hâi
ผ่อนคลาย	phon-khlai	pɔ̀n-klaai	phòn-khlai
ผ่า	pha	pàa	phà
ผ่าตัด	pha-tat	pàa-dtàt	phà-tàt
ผ่าน	phan	pàan	phàn
ผ่านมา	phan-ma	pàan-maa	phàn-ma
ผ้า	pha	pâa	phâ
ผ้าพันคอ	pha-phan-kho	pâa-pan-kɔɔ	phâ-phan-kho
ผ้าพันแผล	pha-phan-phlae	pâa-pan-plɛ̌ɛ	phâ-phan-phlǎe
ผ้าห่ม	pha-hom	pâa-hòm	phâ-hòm
ผ้าอ้อม	pha-om	pâa-ɔ̂ɔm	phâ-ôm
ผ้าเช็ดตัว	pha-chet-tua	pâa-chét-dtuua	phâ-chét-tua
ผ้าเช็ดปาก	pha-chet-pak	pâa-chét-bpàak	phâ-chét-pàk
ผ้าเช็ดหน้า	pha-chet-na	pâa-chét-nâa	phâ-chét-nâ
ฝน	fon	fǒn	fǒn
ฝรั่งเศส	fa-rang-set	fà-ràng-sèet	fà-ràng-sèt
ฝักบัว	fak-bua	fàk-buua	fàk-bua
ฝัง	fang	fǎng	fǎng
ฝัน	fan	fǎn	fǎn
ฝันดี	fan-di	fǎn-dii	fǎn-di
ฝันร้าย	fan-rai	fǎn-ráai	fǎn-rái
ฝั่ง	fang	fàng	fàng
ฝาก	fak	fàak	fàk
ฝาแฝด	fa-faet	fǎa-fɛ̀ɛt	fǎ-fàet
ฝีมือ	fi-mue	fǐi-mʉʉ	fǐ-mue
ฝึก	fuek	fʉ̀k	fùek
ฝึกงาน	fuek-ngan	fʉ̀k-ngaan	fùek-ngan
ฝึกซ้อม	fuek-som	fʉ̀k-sɔ́ɔm	fùek-sóm
ฝึกหัด	fuek-hat	fʉ̀k-hàt	fùek-hàt
ฝุ่น	fun	fùn	fùn
ฝูงชน	fung-chon	fǔung-chon	fǔng-chon
ฝ่าบาท	fa-bat	fàa-bàat	fà-bàt
ฝ่าพระบาท	fa-phra-bat	fàa-prá-bàat	fà-phrá-bàt
ฝ่าย	fai	fàai	fài
พ.ค.	pho-kho	pɔɔ-kɔɔ	pho-kho
พ.ย.	pho-yo	pɔɔ-yɔɔ	pho-yo
พจนานุกรม	phot-cha-na-nu-krom	pót-jà-naa-nú-grom	phót-chà-na-nú-krom
พนักงาน	pha-nak-ngan	pá-nák-ngaan	phá-nák-ngan
พนักงานต้อนรับ	pha-nak-ngan-ton-rap	pá-nák-ngaan-dtɔ̂ɔn-ráp	phá-nák-ngan-tôn-ráp
พนัน	pha-nan	pá-nan	phá-nan
พบ	phop	póp	phóp
พบกัน	phop-kan	póp-gan	phóp-kan
พยาน	pha-yan	pá-yaan	phá-yan
พยาบาล	pha-ya-ban	pá-yaa-baan	phá-ya-ban
พยายาม	pha-ya-yam	pá-yaa-yaam	phá-ya-yam
พรม	phrom	prom	phrom
พรรค	phak	pák	phák
พรสวรรค์	phon-sa-wan	pɔɔn-sà-wǎn	phon-sà-wǎn
พรหมลิขิต	phrom-li-khit	prom-lí-kìt	phrom-lí-khìt
พระ	phra	prá	phrá
พระองค์	phra-ong	prá-ong	phrá-ong
พระเจ้า	phra-chao	prá-jâao	phrá-châo
พระเจ้าช่วยกล้วยทอด	phra-chao-chuai-kluai-thot	prá-jâao-chûai-glûai-tɔ̂ɔt	phrá-châo-chûai-klûai-thôt
พริก	phrik	prík	phrík
พริกไทย	phrik-thai	prík-tai	phrík-thai
พรุ่งนี้	phrung-ni	prûng-níi	phrûng-ní
พร้อม	phrom	prɔ́ɔm	phróm
พร้อมกัน	phrom-kan	prɔ́ɔm-gan	phróm-kan
พฤติกรรม	phruet-ti-kam	prʉ́t-dtì-gam	phrúet-tì-kam
พฤศจิกายน	phruet-sa-chi-ka-yon	prʉ́t-sà-jì-gaa-yon	phrúet-sà-chì-ka-yon
พฤษภา	phruet-sa-pha	prʉ́t-sà-paa	phrúet-sà-pha
พฤษภาคม	phruet-sa-pha-khom	prʉ́t-sà-paa-kom	phrúet-sà-pha-khom
พลทหาร	phon-tha-han	pon-tá-hǎan	phon-thá-hǎn
พละ	pha-la	pá-lá	phá-lá
พลัง	pha-lang	pá-lang	phá-lang
พลังงาน	pha-lang-ngan	pá-lang-ngaan	phá-lang-ngan
พลั่ว	phlua	plûua	phlûa
พลาซ่า	phla-sa	plaa-sâa	phla-sâ
พลาด	phlat	plâat	phlât
พลเมือง	phon-la-mueang	pon-lá-mʉʉang	phon-lá-mueang
พลเรือน	phon-la-ruean	pon-lá-rʉʉan	phon-lá-ruean
พลเรือเอก	phon-ruea-ek	pon-rʉʉa-èek	phon-ruea-èk
พล่าม	phlam	plâam	phlâm
พวก	phuak	pûuak	phûak
พวกคุณ	phuak-khun	pûuak-kun	phûak-khun
พวกเขา	phuak-khao	pûuak-kǎo	phûak-khǎo
พวกเรา	phuak-rao	pûuak-rao	phûak-rao
พอ	pho	pɔɔ	pho
พอดี	pho-di	pɔɔ-dii	pho-di
พอใจ	pho-chai	pɔɔ-jai	pho-chai
พะยะค่ะ	pha-ya-kha	pá-yá-kâ	phá-yá-khâ
พะย่ะค่ะ	pha-ya-kha	pá-yâ-kâ	phá-yâ-khâ
พัก	phak	pák	phák
พักผ่อน	phak-phon	pák-pɔ̀n	phák-phòn
พักร้อน	phak-ron	pák-rɔ́ɔn	phák-rón
พัง	phang	pang	phang
พัฒนา	phat-tha-na	pát-tá-naa	phát-thá-na
พัด	phat	pát	phát
พัดลม	phat-lom	pát-lom	phát-lom
พัน	phan	pan	phan
พันตรี	phan-tri	pan-dtrii	phan-tri
พันธมิตร	phan-tha-mit	pan-tá-mít	phan-thá-mít
พันธุกรรม	phan-thu-kam	pan-tú-gam	phan-thú-kam
พันธุ์	phan	pan	phan
พันเอก	phan-ek	pan-èek	phan-èk
พับ	phap	páp	pháp
พา	pha	paa	pha
พาย	phai	paai	phai
พายุ	pha-yu	paa-yú	pha-yú
พาสปอร์ต	phat-sa-pot	páat-sà-bpɔ̀ɔt	phát-sà-pòt
พาหนะ	pha-ha-na	paa-hà-ná	pha-hà-ná
พิกัด	phi-kat	pí-gàt	phí-kàt
พิง	phing	ping	phing
พิซซ่า	phit-sa	pít-sâa	phít-sâ
พิธี	phi-thi	pí-tii	phí-thi
พิธีกรรม	phi-thi-kam	pí-tii-gam	phí-thi-kam
พิธีการ	phi-thi-kan	pí-tii-gaan	phí-thi-kan
พินัยกรรม	phi-nai-kam	pí-nai-gam	phí-nai-kam
พิพิธภัณฑ์	phi-phit-tha-phan	pí-pít-tá-pan	phí-phít-thá-phan
พิมพ์	phim	pim	phim
พิสูจน์	phi-sut	pí-sùut	phí-sùt
พิเศษ	phi-set	pí-sèet	phí-sèt
พี	phi	pii	phi
พีช	phit	píit	phít
พีซี	phi-si	pii-sii	phi-si
พี่	phi	pîi	phî
พี่ชาย	phi-chai	pîi-chaai	phî-chai
พี่น้อง	phi-nong	pîi-nɔ́ɔng	phî-nóng
พี่สาว	phi-sao	pîi-sǎao	phî-sǎo
พี่เลี้ยง	phi-liang	pîi-líiang	phî-líang
พึมพำ	phuem-pham	pʉm-pam	phuem-pham
พืช	phuet	pʉ̂ʉt	phûet
พื้น	phuen	pʉ́ʉn	phúen
พื้นฐาน	phuen-than	pʉ́ʉn-tǎan	phúen-thǎn
พื้นดิน	phuen-din	pʉ́ʉn-din	phúen-din
พื้นที่	phuen-thi	pʉ́ʉn-tîi	phúen-thî
พุธ	phut	pút	phút
พูด	phut	pûut	phût
พ่น	phon	pôn	phôn
พ่อ	pho	pɔ̂ɔ	phô
พ่อครัว	pho-khrua	pɔ̂ɔ-kruua	phô-khrua
พ่อค้า	pho-kha	pɔ̂ɔ-káa	phô-khá
พ่อบ้าน	pho-ban	pɔ̂ɔ-bâan	phô-bân
พ่อมด	pho-mot	pɔ̂ɔ-mót	phô-mót
พ่อเลี้ยง	pho-liang	pɔ̂ɔ-líiang	phô-líang
พ่อแม่	pho-mae	pɔ̂ɔ-mɛ̂ɛ	phô-mâe
พ่อแม่พี่น้อง	pho-mae-phi-nong	pɔ̂ɔ-mɛ̂ɛ-pîi-nɔ́ɔng	phô-mâe-phî-nóng
พ่ะย่ะค่ะ	pha-ya-kha	pâ-yâ-kâ	phâ-yâ-khâ
พ่ายแพ้	phai-phae	pâai-pɛ́ɛ	phâi-pháe
ฟรี	fri	frii	fri
ฟลอริดา	flo-ri-da	flɔɔ-rí-dâa	flo-rí-dâ
ฟอก	fok	fɔ̂ɔk	fôk
ฟอกเงิน	fok-ngoen	fɔ̂ɔk-ngən	fôk-ngoen
ฟอง	fong	fɔɔng	fong
ฟอน	fon	fɔɔn	fon
ฟอร์ด	fot	fɔ̀ɔt	fòt
ฟัก	fak	fák	fák
ฟักทอง	fak-thong	fák-tɔɔng	fák-thong
ฟัง	fang	fang	fang
ฟังขึ้น	fang-khuen	fang-kʉ̂n	fang-khûen
ฟังเพลง	fang-phleng	fang-pleeng	fang-phleng
ฟัน	fan	fan	fan
ฟา	fa	faa	fa
ฟาก	fak	fâak	fâk
ฟาร์ม	fam	faam	fam
ฟิน	fin	fin	fin
ฟินแลนด์	fin-laen	fin-lɛɛn	fin-laen
ฟิลิปปินส์	fi-lip-pin	fí-líp-bpin	fí-líp-pin
ฟิล์ม	fim	fim	fim
ฟิสิกส์	fi-sik	fí-sìk	fí-sìk
ฟื้น	fuen	fʉ́ʉn	fúen
ฟื้นฟู	fuen-fu	fʉ́ʉn-fuu	fúen-fu
ฟุต	fut	fút	fút
ฟุตบอล	fut-bon	fút-bɔn	fút-bon
ฟู	fu	fuu	fu
ฟ้า	fa	fáa	fá
ฟ้าผ่า	fa-pha	fáa-pàa	fá-phà
ภรรยา	phan-ya	pan-yaa	phan-ya
ภัตตาคาร	phat-ta-khan	pát-dtaa-kaan	phát-ta-khan
ภาค	phak	pâak	phâk
ภาพ	phap	pâap	phâp
ภาพถ่าย	phap-pha-thai	pâap-pá-tàai	phâp-phá-thài
ภาพยนตร์	phap-pha-yon	pâap-pá-yon	phâp-phá-yon
ภาพลวงตา	phap-luang-ta	pâap-luuang-dtaa	phâp-luang-ta
ภายนอก	phai-nok	paai-nɔ̂ɔk	phai-nôk
ภายหลัง	phai-lang	paai-lǎng	phai-lǎng
ภายใต้	phai-tai	paai-dtâai	phai-tâi
ภายใน	phai-nai	paai-nai	phai-nai
ภารกิจ	pha-ra-kit	paa-rá-gìt	pha-rá-kìt
ภาระ	pha-ra	paa-rá	pha-rá
ภาษา	pha-sa	paa-sǎa	pha-sǎ
ภาษาต่างประเทศ	pha-sa-tang-pra-thet	paa-sǎa-dtàang-bprà-têet	pha-sǎ-tàng-prà-thêt
ภาษาราชการ	pha-sa-rat-cha-kan	paa-sǎa-râat-chá-gaan	pha-sǎ-rât-chá-kan
ภาษี	pha-si	paa-sǐi	pha-sǐ
ภูติ	phut	pûut	phût
ภูมิอากาศ	phu-mi-a-kat	puu-mí-aa-gàat	phu-mí-a-kàt
ภูมิใจ	phum-chai	puum-jai	phum-chai
ภูเขา	phu-khao	puu-kǎo	phu-khǎo
ภูเขาไฟ	phu-khao-fai	puu-kǎo-fai	phu-khǎo-fai
ม.ค.	mo-kho	mɔɔ-kɔɔ	mo-kho
มกรา	ma-ka-ra	má-gà-raa	má-kà-ra
มกราคม	ma-ka-ra-khom	má-gà-raa-kom	má-kà-ra-khom
มงกุฎ	mong-kut	mong-gùt	mong-kùt
มด	mot	mót	mót
มนุษยชาติ	ma-nut-sa-ya-chat	má-nút-sà-yá-châat	má-nút-sà-yá-chât
มนุษยวิทยา	ma-nut-sa-ya-wit-tha-ya	má-nút-sà-yá-wít-tá-yaa	má-nút-sà-yá-wít-thá-ya
มนุษย์	ma-nut	má-nút	má-nút
มนุษย์ต่างดาว	ma-nut-tang-dao	má-nút-dtàang-daao	má-nút-tàng-dao
มนุษย์หมาป่า	ma-nut-ma-pa	má-nút-mǎa-bpàa	má-nút-mǎ-pà
มล	mon-la	mon-lá	mon-lá
มลพิษ	mon-la-phit	mon-lá-pít	mon-lá-phít
มวยปล้ำ	muai-plam	muai-bplâm	muai-plâm
มหัศจรรย์	ma-hat-sa-chan	má-hàt-sà-jan	má-hàt-sà-chan
มหา	ma-ha	má-hǎa	má-hǎ
มหาราชา	ma-ha-ra-cha	má-hǎa-raa-chaa	má-hǎ-ra-cha
มหาลัย	ma-ha-lai	má-hǎa-lai	má-hǎ-lai
มหาวิทยาลัย	ma-ha-wit-tha-ya-lai	má-hǎa-wít-tá-yaa-lai	má-hǎ-wít-thá-ya-lai
มหาสมุทร	ma-ha-sa-mut	má-hǎa-sà-mùt	má-hǎ-sà-mùt
มหาเศรษฐี	ma-ha-set-thi	má-hǎa-sèet-tǐi	má-hǎ-sèt-thǐ
มหึมา	ma-hue-ma	má-hʉ̀-maa	má-hùe-ma
มอง	mong	mɔɔng	mong
มองดู	mong-du	mɔɔng-duu	mong-du
มองหา	mong-ha	mɔɔng-hǎa	mong-hǎ
มองเห็น	mong hen	mɔɔng hěn	mǒng hen
มอนสเตอร์	mon-sa-toe	mɔn-sà-dtə̂ə	mon-sà-tôe
มอบ	mop	mɔ̂ɔp	môp
มอสส์	mot	mɔ́ɔt	mót
มอเตอร์	mo-toe	mɔɔ-dtə̂ə	mo-tôe
มะ	ma	má	má
มะตูม	ma-tum	má-dtuum	má-tum
มะนาว	ma-nao	má-naao	má-nao
มะเขือเทศ	ma-khuea-thet	má-kʉ̌ʉa-têet	má-khǔea-thêt
มะเร็ง	ma-reng	má-reng	má-reng
มัก	mak	mák	mák
มักจะ	mak-cha	mák-jà	mák-chà
มังกร	mang-kon	mang-gɔɔn	mang-kon
มัด	mat	mát	mát
มัน	man	man	man
มันฝรั่ง	man-fa-rang	man-fà-ràng	man-fà-ràng
มันฝรั่งทอด	man-fa-rang-thot	man-fà-ràng-tɔ̂ɔt	man-fà-ràng-thôt
มันส์	man	man	man
มั่นคง	man-khong	mân-kong	mân-khong
มั่นใจ	man-chai	mân-jai	mân-chai
